Predicted,Actual,Diff
27199.53185291858,98242,71042.46814708142
92393.98964638975,89351,-3042.9896463897458
84302.81313632769,273700,189397.1868636723
111094.3772330477,20310,-90784.3772330477
65325.077143096176,65960,634.9228569038241
64218.6300410105,18800,-45418.6300410105
40848.91355014789,56740,15891.086449852111
34313.28788326816,34155,-158.28788326815993
121488.67863270282,53452,-68036.67863270282
-17361.769400397614,-3490,13871.769400397614
197566.70208753218,384100,186533.29791246782
172224.47841012455,40326,-131898.47841012455
126526.93795113024,5491,-121035.93795113024
-16092.777617272719,8857,24949.777617272717
229614.80188686214,39329,-190285.80188686214
115174.34351595723,23419,-91755.34351595723
81694.94849486112,252450,170755.05150513886
69591.86217813675,19600,-49991.862178136755
113691.23727419881,78853,-34838.23727419881
7543.076642700835,37210,29666.923357299165
35003.54012049455,14465,-20538.540120494552
119773.20133955122,114323,-5450.201339551219
110526.78533695881,35590,-74936.78533695881
26776.719938630617,25498,-1278.7199386306165
66269.85268184083,16250,-50019.85268184083
86825.18643376758,81425,-5400.18643376758
95509.13131592171,183753,88243.86868407829
-79.67945926539323,15700,15779.679459265393
138893.07482527493,258249,119355.92517472507
221025.31309708624,373598,152572.68690291376
66799.49570656595,108556,41756.504293434045
194668.55710694095,145899,-48769.55710694095
16571.19144617385,260954,244382.80855382615
34053.31638233368,48000,13946.68361766632
224237.93863175254,232249,8011.061368247465
45695.28477800786,48296,2600.715221992141
10892.076501852822,7600,-3292.076501852822
134953.17704633906,237004,102050.82295366094
48512.011950560845,51842,3329.9880494391546
35693.792357720944,29260,-6433.792357720944
105784.0419983885,-1380,-107164.0419983885
-4495.040822131876,5920,10415.040822131876
6424.496045021915,5200,-1224.496045021915
55262.42627073634,44710,-10552.426270736338
208385.11885057445,294100,85714.88114942555
93607.0541788816,37800,-55807.054178881604
47353.089054435186,32100,-15253.089054435186
248140.71186147394,1756798,1508657.288138526
144696.30646600193,152440,7743.69353399807
152621.17585782896,200725,48103.82414217104
200363.1327573392,112596,-87767.13275733919
107868.93804065761,66948,-40920.93804065761
124095.05000672556,107669,-16426.050006725563
-14607.199286825786,30900,45507.19928682579
-7714.026289864019,950,8664.02628986402
37018.138064151266,55600,18581.861935848734
77237.99914533836,29147,-48090.999145338355
139855.70892817574,175449,35593.291071824264
57823.07287810443,39920,-17903.07287810443
57946.057146182415,93600,35653.942853817585
5861.29227410971,1275,-4586.29227410971
112745.40735560509,140300,27554.592644394914
65579.60044461444,84039,18459.399555385564
84301.13762963499,23799,-60502.13762963499
97590.49990809374,4400,-93190.49990809374
141236.2134026285,70500,-70736.21340262849
6602.264691274489,-240,-6842.264691274489
54725.95818377557,17225,-37500.95818377557
111292.46115320765,61050,-50242.46115320765
32353.92434906256,39799,7445.0756509374405
27119.770079992457,73955,46835.22992000754
38052.48288034089,70044,31991.51711965911
172973.67662058436,192499,19525.32337941564
42332.01979190631,53111,10778.980208093693
53416.57342878783,47961,-5455.5734287878295
56756.16150120529,176884,120127.8384987947
49812.066907833054,99711,49898.933092166946
45037.82210137913,18200,-26837.822101379134
8725.497196993625,134805,126079.50280300637
139049.01695650857,39300,-99749.01695650857
-26417.95400178526,976,27393.95400178526
127907.44242558302,48400,-79507.44242558302
213997.5191131401,255550,41552.48088685991
39914.15107154459,20200,-19714.15107154459
-13342.203989766664,2700,16042.203989766664
280115.13522420276,1046900,766784.8647757972
32207.10945068755,143598,111390.89054931245
83266.06179878955,349400,266133.93820121046
71429.99981242586,7000,-64429.99981242586
18337.06395756647,172249,153911.93604243352
182893.15075747998,76149,-106744.15075747998
64122.341314895966,27500,-36622.341314895966
217936.2847388687,147375,-70561.28473886871
50478.318841821834,21553,-28925.318841821834
145230.61657199467,249922,104691.38342800533
37708.39030137765,2927,-34781.39030137765
98280.75214532013,77400,-20880.752145320133
59052.50424826809,2295,-56757.50424826809
22777.553440623415,25068,2290.4465593765854
208385.11885057445,262200,53814.88114942555
61367.771201324154,125583,64215.228798675846
123472.04326228455,47850,-75622.04326228455
57500.92783687405,26700,-30800.92783687405
81343.09919559695,131340,49996.90080440305
61.613086236688105,2300,2238.386913763312
115174.34351595723,124135,8960.656484042775
57153.81605002117,280318,223164.18394997885
99751.10651055371,73940,-25811.106510553713
115083.78260431763,50800,-64283.78260431763
64812.59355212236,19920,-44892.59355212236
-8652.785254533075,2850,11502.785254533075
-25590.444567481667,950,26540.444567481667
47834.25277118613,47000,-834.252771186133
122321.1413143937,6991,-115330.1413143937
59742.75648549448,100700,40957.24351450552
42964.0756937292,2444,-40520.0756937292
-3323.256623211615,2468,5791.256623211615
8953.199388915462,40800,31846.800611084538
32482.453926087695,23930,-8552.453926087695
3617.666097195435,5000,1382.3339028045648
216793.9497829471,195400,-21393.949782947107
13750.410432223498,17413,3662.589567776502
-14467.762901443046,502,14969.762901443046
219644.80862263346,151074,-68570.80862263346
44040.54367567104,6775,-37265.54367567104
67431.25557567678,21300,-46131.25557567678
-4762.659359165251,1900,6662.659359165251
75682.35853570812,186798,111115.64146429188
232923.71614764293,655620,422696.28385235707
227779.04970866526,240300,12520.950291334739
201631.38223899543,224100,22468.61776100457
159823.45228905216,237270,77446.54771094784
148269.1045783917,146257,-2012.104578391707
-11706.75395253749,964,12670.75395253749
80405.98579610909,43029,-37376.98579610909
69293.92237378875,30050,-39243.92237378875
19486.46568699522,98,-19388.46568699522
-6755.695342427916,3950,10705.695342427916
66015.32938032257,17299,-48716.32938032257
80505.052849884,274474,193968.947150116
147248.22689443204,66799,-80449.22689443204
196460.25498544646,101036,-95424.25498544646
67431.25557567678,41000,-26431.255575676783
44310.195767411904,20047,-24263.195767411904
66306.32878259133,115925,49618.67121740867
10814.867580119171,32150,21335.13241988083
-24232.013796278527,12499,36731.01379627852
100607.71563620097,1046107,945499.284363799
60219.463543003294,27188,-33031.463543003294
45203.09768978003,62379,17175.90231021997
46801.552624576594,27738,-19063.552624576594
226398.5452342125,270649,44250.454765787494
-26547.28074933459,11276,37823.28074933459
117755.75364743514,69515,-48240.75364743514
114.54905345299994,22350,22235.450946547
62416.202887223495,44759,-17657.202887223495
105317.8280627276,48425,-56892.828062727596
1300.8250151873835,3475,2174.1749848126165
121954.3810898962,41080,-80874.3810898962
129731.28015924344,293393,163661.71984075656
71662.61888981592,86200,14537.381110184084
22064.696805401596,45000,22935.303194598404
42332.01979190631,6350,-35982.01979190631
197861.36002613363,31000,-166861.36002613363
-28018.0952877445,-474,27544.0952877445
134953.17704633906,95946,-39007.17704633906
195984.09272950207,97000,-98984.09272950207
103986.13373192101,143675,39688.866268078986
21135.048871657706,22025,889.9511283422944
25453.372839108528,26550,1096.6271608914722
70972.36665258952,167950,96977.63334741048
122178.9308699292,256926,134747.0691300708
53561.21008255571,15815,-37746.21008255571
63229.43939252787,18681,-44548.43939252787
-13819.371220451829,1374,15193.371220451829
24250.637010908325,29650,5399.3629890916745
81694.94849486112,214593,132898.05150513886
-18052.021637624002,922,18974.021637624002
91447.78256960653,13750,-77697.78256960653
220335.06085985986,182080,-38255.06085985986
91248.36365626167,54000,-37248.363656261674
151098.19377831678,45100,-105998.19377831678
38429.142020013634,4640,-33789.142020013634
105725.73960103378,337949,232223.2603989662
166577.18890063118,138787,-27790.188900631183
217484.2020201735,212000,-5484.202020173514
155296.89856233782,374069,218772.10143766218
-7278.719615414026,4860,12138.719615414026
61176.090843684855,30625,-30551.090843684855
33042.35243137945,32625,-417.3524313794478
23984.353467059824,11780,-12204.353467059824
47405.56484847516,25800,-21605.56484847516
41428.32048745034,5617,-35811.32048745034
149024.32566750975,82400,-66624.32566750975
-6259.401707294648,-2000,4259.401707294648
201631.38223899543,296098,94466.61776100457
591.2561109618255,10700,10108.743889038175
126526.93795113024,67594,-58932.93795113024
33472.10474774666,79000,45527.89525225334
139583.3270625013,93602,-45981.32706250131
137786.62772318925,282500,144713.37227681075
44865.11775342077,28861,-16004.117753420767
3900.1703717426335,28099,24198.829628257365
69847.43985950405,54498,-15349.439859504055
44831.029332328486,20565,-24266.029332328486
66015.32938032257,30140,-35875.32938032257
181184.62687371523,68423,-112761.62687371523
115107.16346955302,84399,-30708.163469553023
5616.420193874143,5356,-260.42019387414257
55986.14749105279,6828,-49158.14749105279
58571.340531517155,36591,-21980.340531517155
116730.66214222557,27000,-89730.66214222557
39187.42273356771,13549,-25638.422733567713
144450.5144439875,127449,-17001.514443987486
198233.43007242656,202279,4045.569927573437
591.2561109618255,-780,-1371.2561109618255
7344.992722540848,40434,33089.00727745915
4531.507979595324,25750,21218.492020404676
148931.65996162422,164249,15317.340038375783
136024.35697482963,7826,-128198.35697482963
114125.91183005787,59199,-54926.91183005787
-1318.8913882160887,51500,52818.891388216085
120189.39620441051,150244,30054.603795589486
5071.586325719958,19600,14528.413674280042
-8385.166717499702,47143,55528.1667174997
116922.34249986487,188749,71826.65750013513
125177.97285647929,6800,-118377.97285647929
196739.31381862014,271738,74998.68618137986
46418.32657583192,23450,-22968.326575831918
56810.67559964766,61250,4439.324400352343
143070.0099695347,300800,157729.9900304653
16091.171110709834,30049,13957.828889290166
2819.989524067143,45850,43030.01047593285
44180.93610658517,27846,-16334.93610658517
122551.15231835842,118067,-4484.152318358421
140429.52143096135,40499,-99930.52143096135
54404.94606926969,119000,64595.05393073031
227779.04970866526,33290,-194489.04970866526
78222.05414985455,53429,-24793.05414985455
41539.16578737428,56020,14480.83421262572
30338.404163428342,24150,-6188.404163428342
80761.70205941495,95200,14438.29794058505
34924.77695447666,64883,29958.223045523337
202737.8293410811,51250,-151487.8293410811
39700.605891827036,117800,78099.39410817297
-7329.439795352415,5650,12979.439795352415
145230.61657199467,94443,-50787.61657199467
203695.7001153409,65000,-138695.7001153409
20365.43299306034,-2910,-23275.43299306034
139167.13219764203,133900,-5267.1321976420295
119564.11281907579,26220,-93344.11281907579
227088.79747143888,140599,-86489.79747143888
30314.12138526096,60800,30485.87861473904
103543.02024487256,461675,358131.97975512745
62539.18715530148,364700,302160.81284469855
98361.82278934434,196000,97638.17721065566
33922.76898308801,32733,-1189.7689830880117
36210.33908215018,36025,-185.33908215018164
-28018.0952877445,-4300,23718.0952877445
61152.206197072606,135850,74697.7938029274
111690.59376638981,94612,-17078.593766389808
-22846.514228851745,7029,29875.514228851745
35791.11909581167,37500,1708.8809041883287
153916.39408788507,124478,-29438.39408788507
35333.77293895038,5680,-29653.77293895038
142012.13078899143,286750,144737.86921100857
47834.25277118613,31549,-16285.252771186133
4353.977748007495,1744,-2609.9777480074954
161239.3784844064,123499,-37740.37848440639
-16396.17268777108,2055,18451.17268777108
83612.5608991013,131705,48092.4391008987
47108.57881305831,7800,-39308.57881305831
155472.0346975153,258290,102817.96530248469
59529.21130577692,42550,-16979.211305776917
103157.22146026762,39550,-63607.221460267625
84991.38986686138,53072,-31919.389866861384
133854.37866206918,112225,-21629.378662069183
5006.617473828308,20243,15236.382526171692
34162.356984973056,44997,10834.643015026944
99917.46339897459,46553,-53364.46339897459
93695.78491934613,42150,-51545.78491934613
172973.67662058436,31100,-141873.67662058436
201631.38223899543,137500,-64131.38223899543
63093.703247925034,167447,104353.29675207497
-5662.0001168670915,4800,10462.000116867091
73751.31623830496,224742,150990.68376169505
56412.06892224206,28828,-27584.068922242062
285762.4247336961,381630,95867.5752663039
133519.84268814867,461940,328420.15731185133
78990.49644553315,37488,-41502.49644553315
39293.39746569299,17880,-21413.397465692993
93005.53268211974,133914,40908.46731788026
117419.10532204362,155762,38342.894677956385
42341.34161863109,5610,-36731.34161863109
74441.56847553136,59425,-15016.568475531356
133101.9723165967,133549,447.02768340331386
95510.96394965799,105927,10416.036050342009
100360.79079046063,15730,-84630.79079046063
130430.81432993115,130698,267.1856700688513
144205.3943895487,177948,33742.60561045131
52298.76763668907,76077,23778.232363310934
67303.60720829942,104300,36996.39279170058
148959.35681561808,319150,170190.64318438192
40499.8987316928,5250,-35249.8987316928
-21477.4436827067,-2760,18717.4436827067
86800.14717005719,45699,-41101.147170057186
60626.1576242607,12525,-48101.1576242607
139583.3270625013,139850,266.67293749868986
102060.66471207765,108349,6288.335287922353
86982.91361440597,49007,-37975.913614405974
27109.221788961444,829,-26280.221788961444
40158.6613129215,32768,-7390.661312921497
39223.8988343182,121120,81896.1011656818
-11233.316174153326,35375,46608.316174153326
123693.48727428005,157596,33902.51272571995
788.3414242135732,-4452,-5240.341424213573
92436.37732257503,70175,-22261.377322575034
148269.1045783917,75416,-72853.1045783917
65616.07654536494,53800,-11816.076545364936
104936.85715481077,132500,27563.142845189228
120193.46040264671,94000,-26193.460402646713
54106.82566601422,112400,58293.17433398578
-9882.358830690755,-4000,5882.358830690755
216793.9497829471,92200,-124593.94978294711
108571.53780267331,158515,49943.46219732669
57946.057146182415,-3292,-61238.057146182415
196763.075707193,229500,32736.924292807
127965.93645664235,52006,-75959.93645664235
56920.31040895975,11025,-45895.31040895975
203695.7001153409,444916,241220.2998846591
101740.24088506437,69947,-31793.24088506437
244511.67622849002,215023,-29488.676228490018
-5076.252456718892,-32964,-27887.747543281108
-28708.347524970894,-37504,-8795.652475029106
110259.0684656078,31100,-79159.0684656078
62058.02343855055,123700,61641.97656144945
55095.198306496066,37325,-17770.198306496066
105317.8280627276,83537,-21780.828062727596
-22741.44037285759,-1050,21691.44037285759
34313.28788326816,400,-33913.28788326816
200941.13000176905,73300,-127641.13000176905
45182.87863159266,-6960,-52142.87863159266
26027.117292033025,70812,44784.88270796697
95671.37205522705,26199,-69472.37205522705
98.0891869871848,5450,5351.910813012815
44865.11775342077,42500,-2365.1177534207673
60383.16342604092,43432,-16951.16342604092
158442.94781459938,124975,-33467.94781459938
148959.35681561808,77500,-71459.35681561808
48333.98660423272,61325,12991.01339576728
80891.43635334737,11565,-69326.43635334737
154606.64632511145,157000,2393.3536748885526
27407.6217664858,111899,84491.3782335142
192138.7103817605,215685,23546.289618239505
-2589.300880180439,44175,46764.30088018044
41539.16578737428,8750,-32789.16578737428
73225.26766549305,36971,-36254.267665493055
41983.85340337471,24934,-17049.853403374713
37362.2306431145,97250,59887.7693568855
29878.73383657928,19806,-10072.733836579278
150669.94094957376,90198,-60471.940949573764
62539.18715530148,66700,4160.812844698521
139704.77802988063,88400,-51304.77802988063
44554.70600878881,43150,-1404.7060087888094
223547.68639452616,147000,-76547.68639452616
67489.74794379235,89242,21752.252056207653
29421.219462892845,42862,13440.780537107155
163499.21989938917,51800,-111699.21989938917
21286.97837686104,42749,21462.02162313896
225380.27358767414,219207,-6173.273587674135
194668.55710694095,178798,-15870.557106940949
53016.96650413258,31850,-21166.96650413258
65599.13451546327,73075,7475.865484536727
23294.10122983344,5507,-17787.10122983344
171534.22617289814,177549,6014.773827101861
43387.03744982042,103549,60161.96255017958
58096.31089908023,-2295,-60391.31089908023
88442.65105299333,72400,-16042.65105299333
-10608.032788818586,-500,10108.032788818586
34576.340655319786,5240,-29336.340655319786
-15987.703761278563,-1678,14309.703761278563
7344.992722540848,55796,48451.00727745915
139522.92619022276,119704,-19818.92619022276
47602.65016172691,263910,216307.34983827308
115107.16346955302,182440,67332.83653044698
20357.956145750402,10074,-10283.956145750402
120254.36505630217,22850,-97404.36505630217
200363.1327573392,411500,211136.8672426608
56695.7606289267,-5900,-62595.7606289267
136078.1038394245,215226,79147.8961605755
6715.1413575930455,50248,43532.85864240695
153436.56902702936,30200,-123236.56902702936
109261.79003989969,106749,-2512.7900398996862
49121.81467060666,97775,48653.18532939334
43829.032050660986,14950,-28879.032050660986
146391.33459505546,159270,12878.665404944535
148564.69307404026,214725,66160.30692595974
54725.95818377557,191247,136521.04181622443
180534.52734338926,103567,-76967.52734338926
237330.21559695952,113798,-123532.21559695952
96515.40844271905,21038,-75477.40844271905
69409.78564088001,69500,90.2143591199856
80523.5325408838,105953,25429.467459116204
26027.117292033025,-8715,-34742.11729203303
-3842.756888319027,17099,20941.756888319025
56267.43226847418,48267,-8000.432268474178
22777.553440623415,17357,-5420.553440623415
88400.79218559957,107009,18608.207814400434
66741.0033384504,7100,-59641.003338450406
32207.10945068755,-6030,-38237.10945068755
42710.58174135159,4300,-38410.58174135159
104627.57582550122,62525,-42102.57582550122
-6434.683227922029,15150,21584.68322792203
201631.38223899543,299000,97368.61776100457
204844.00777366172,148350,-56494.007773661724
98361.82278934434,49459,-48902.82278934434
65390.04599498783,109450,44059.95400501217
35865.4882949851,27850,-8015.488294985102
253698.15148018653,443000,189301.84851981347
1532.4276246465997,4430,2897.5723753534003
91214.27859148887,67500,-23714.278591488866
114607.07554680882,76566,-38041.07554680882
79381.19758496218,127942,48560.80241503782
72411.36515810163,217750,145338.63484189837
110526.78533695881,78625,-31901.785336958812
27412.616859459802,4285,-23127.616859459802
87826.64960111992,23110,-64716.64960111992
17670.696366952325,39475,21804.303633047675
61176.090843684855,41450,-19726.090843684855
99917.46339897459,269550,169632.5366010254
207694.86661334807,89104,-118590.86661334807
207694.86661334807,-155756,-363450.8666133481
47859.65681826742,14296,-33563.65681826742
250211.4685731531,282425,32213.531426846894
130546.67759702244,161999,31452.32240297756
19273.380680453996,17093,-2180.3806804539963
101034.96985803577,14150,-86884.96985803577
86134.9341965412,65100,-21034.934196541202
113500.62844472316,68789,-44711.62844472316
93447.98472920776,4800,-88647.98472920776
60977.07006189514,114400,53422.92993810486
117419.10532204362,45549,-71870.10532204362
88540.2268821409,75000,-13540.226882140894
196674.34496672847,194475,-2199.344966728473
66996.5810198177,108539,41542.418980182294
-7927.111296405243,13800,21727.111296405245
47643.73436700633,31499,-16144.734367006327
201631.38223899543,141250,-60381.38223899543
110602.20891598127,37975,-72627.20891598127
196270.95138350234,466695,270424.04861649766
26208.59392822656,59316,33107.40607177344
38391.692002696436,24200,-14191.692002696436
48095.81708570155,74125,26029.18291429845
98564.09145114858,21280,-77284.09145114858
125146.43347667748,47780,-77366.43347667748
92024.28104262459,124200,32175.718957375415
27466.97217585701,-7128,-34594.97217585701
35693.792357720944,47650,11956.207642279056
40158.6613129215,21600,-18558.661312921497
67303.60720829942,30833,-36470.60720829942
20658.88024788078,18098,-2560.880247880781
93397.96565840617,81750,-11647.965658406174
88205.69090822036,30645,-57560.690908220364
65325.077143096176,25768,-39557.077143096176
107164.54647284126,35910,-71254.54647284126
147643.82119305697,324000,176356.17880694303
85800.49306011318,28315,-57485.49306011318
122731.95369510894,198800,76068.04630489106
73500.75652410502,72500,-1000.7565241050179
39023.105531125504,36961,-2062.105531125504
94616.67586327223,118000,23383.324136727766
149250.35621788685,148175,-1075.3562178868451
-9552.126012234916,2774,12326.126012234916
57232.05545340087,55849,-1383.0554534008697
9911.1789520553,3350,-6561.178952055299
169078.96163183675,406500,237421.03836816325
161929.63072163277,167269,5339.36927836723
133519.84268814867,169295,35775.15731185133
248042.6991875481,294856,46813.3008124519
283601.8181312361,201438,-82163.81813123613
140494.49028285302,82348,-58146.49028285302
86152.34235937735,377149,290996.65764062264
53416.57342878783,68424,15007.42657121217
31004.373622487346,79989,48984.62637751266
118044.89429388083,33950,-84094.89429388083
68121.50781290318,28420,-39701.507812903175
1677.4841548601344,18075,16397.515845139867
39119.39425724002,1280,-37839.39425724002
72950.89671779277,78197,5246.10328220723
-20147.65938819231,-13229,6918.659388192311
28249.803508915527,24700,-3549.8035089155273
222131.7601991719,230592,8460.239800828102
119082.94910232484,40974,-78108.94910232484
196941.96350376186,121509,-75432.96350376186
181775.6442984188,5330,-176445.6442984188
37171.87266132129,23350,-13821.872661321293
19332.731089825204,7500,-11832.731089825204
74671.20857532285,73600,-1071.2085753228457
67905.94280865164,100800,32894.05719134836
12297.464229826071,14125,1827.5357701739285
143594.90392524845,222899,79304.09607475155
115559.24618824826,185850,70290.75381175174
170459.46610628953,252749,82289.53389371047
-16305.862623813942,22612,38917.86262381394
29940.31549755872,8216,-21724.31549755872
246154.70892021773,381696,135541.29107978227
132139.33821369588,33511,-98628.33821369588
88985.79303622755,231950,142964.20696377245
9936.298405609192,79070,69133.7015943908
65325.077143096176,94600,29274.922856903824
-5856.354584726076,35499,41355.354584726076
61848.93491807509,27748,-34100.93491807509
146557.97465720563,38885,-107672.97465720563
101189.70306211401,62048,-39141.703062114015
74992.10629848171,141560,66567.89370151829
208385.11885057445,267050,58664.88114942555
20658.88024788078,7468,-13190.880247880781
23294.10122983344,99175,75880.89877016656
36133.56700519482,40200,4066.432994805182
50220.53583432558,27602,-22618.53583432558
-20573.107832030855,-55,20518.107832030855
237330.21559695952,161003,-76327.21559695952
27559.551271689135,12000,-15559.551271689135
44650.89982015504,40300,-4350.899820155042
41497.30523113909,39620,-1877.305231139093
31423.421739317146,13775,-17648.421739317146
48576.98080245249,164379,115802.01919754752
-29814.334453880227,11079,40893.33445388023
132058.11616753542,234504,102445.88383246458
-18219.79064927231,502,18721.79064927231
102960.13614701589,21614,-81346.13614701589
74941.2118832821,51275,-23666.2118832821
45904.40928398191,161,-45743.40928398191
71567.32877060963,100315,28747.67122939037
64218.6300410105,-5508,-69726.6300410105
65599.13451546327,102987,37387.86548453673
220335.06085985986,163050,-57285.06085985986
220751.25572471914,92000,-128751.25572471914
180220.00368878854,313750,133529.99631121146
56756.16150120529,80024,23267.838498794707
-7329.439795352415,18731,26060.439795352417
-2259.602728724525,6050,8309.602728724525
96403.4848486886,108196,11792.515151311396
259063.22083416767,168900,-90163.22083416767
79715.73355888271,13313,-66402.73355888271
38742.73511756728,22589,-16153.735117567281
52763.06720293721,65900,13136.932797062793
164766.99380660788,130875,-33891.993806607876
115841.38912320948,270900,155058.61087679054
44806.21949191991,45428,621.7805080800899
23253.01702455403,30550,7296.9829754459715
100360.79079046063,239275,138914.20920953937
139739.26919373494,131479,-8260.269193734945
-7714.026289864019,8301,16015.02628986402
87132.2126222493,100400,13267.787377750705
115216.10573787476,3391,-111825.10573787476
5912.012454048105,6327,414.9875459518953
70282.11441536313,57800,-12482.114415363132
-1631.4301059206755,-15900,-14268.569894079325
77582.52209256655,8749,-68833.52209256655
98467.80272503405,33300,-65167.80272503405
159072.7991795472,21330,-137742.7991795472
161119.60107615538,446887,285767.3989238446
114125.91183005787,92299,-21826.91183005787
-3388.593720046203,11987,15375.593720046203
99917.46339897459,157858,57940.53660102541
248768.37314567596,24250,-224518.37314567596
148560.10398066047,220330,71769.89601933953
95713.23261146223,56456,-39257.23261146223
-5926.976712720032,2800,8726.976712720032
26754.115540635175,25000,-1754.1155406351754
26846.223773569847,16640,-10206.223773569847
57232.05545340087,14766,-42466.05545340087
92994.52267007173,43533,-49461.52267007173
23455.31091768778,14673,-8782.31091768778
99944.59592560136,-7800,-107744.59592560136
-13188.419839501055,9124,22312.419839501054
-17874.252991371424,-50,17824.252991371424
135020.79952307252,56800,-78220.79952307252
60635.65840786259,47405,-13230.65840786259
208385.11885057445,390064,181678.88114942555
45699.05021580745,6150,-39549.05021580745
141689.50549508195,259945,118255.49450491805
64218.6300410105,96994,32775.3699589895
136059.62414842471,108374,-27685.624148424715
85806.91478722925,246048,160241.08521277073
48542.15864224736,73500,24957.841357752637
68811.76005012957,153303,84491.23994987043
-13296.34694746572,3728,17024.346947465718
116232.09026263849,81232,-35000.09026263849
129305.88753684571,210674,81368.11246315429
129305.88753684571,100002,-29303.88753684571
-7023.774052637629,4668,11691.77405263763
141236.2134026285,152999,11762.786597371509
162225.77130909436,118175,-44050.77130909436
31066.52773073348,13903,-17163.52773073348
63449.497240505734,16600,-46849.497240505734
57256.05575663847,47938,-9318.055756638467
90209.10201231274,33000,-57209.10201231274
202112.54595574638,136914,-65198.54595574638
-13819.371220451829,-2160,11659.371220451829
54106.82566601422,15581,-38525.82566601422
169524.09381462436,182806,13281.906185375643
47602.65016172691,162649,115046.34983827309
81786.92711534015,61000,-20786.92711534015
221025.31309708624,127700,-93325.31309708624
53844.90178924035,33266,-20578.90178924035
109713.87275859492,84929,-24784.872758594924
55785.45054372246,3471,-52314.45054372246
34703.46140082624,14507,-20196.461400826243
33646.107956199645,12181,-21465.107956199645
58036.157884645654,76600,18563.842115354346
50478.318841821834,9175,-41303.318841821834
60909.715780229686,67999,7089.284219770314
45457.794161499594,18250,-27207.794161499594
95510.96394965799,111750,16239.036050342009
-1687.6713377602464,1855,3542.6713377602464
143522.09268822992,120605,-22917.092688229925
16010.721593529273,7850,-8160.721593529273
167993.1150959854,76718,-91275.11509598541
47602.65016172691,39197,-8405.65016172691
32897.361687913944,54999,22101.638312086056
227779.04970866526,367300,139520.95029133474
93679.15646477768,45882,-47797.15646477768
39914.15107154459,66649,26734.84892845541
-7927.111296405243,-2156,5771.111296405243
10601.431189281691,700,-9901.431189281691
116922.34249986487,110365,-6557.34249986487
41562.64232797369,3675,-37887.64232797369
64009.54152053506,48169,-15840.541520535058
24763.120601882136,18333,-6430.120601882136
66282.94791735594,87625,21342.052082644062
252035.42685022156,329787,77751.57314977844
90213.69110569255,14988,-75225.69110569255
66471.53105391403,38053,-28418.531053914034
127750.24692721544,95196,-32554.24692721544
63948.636866879606,34678,-29270.636866879606
2129.7372868407547,7337,5207.262713159245
169078.96163183675,162699,-6379.961631836748
155472.0346975153,276025,120552.96530248469
143225.95210076837,93423,-49802.952100768365
31004.373622487346,19047,-11957.373622487346
12601.068181495813,12850,248.9318185041866
46953.482129779935,83300,36346.517870220065
37427.19949500614,28250,-9177.199495006142
-10658.573114320592,21069,31727.573114320592
37018.138064151266,28433,-8585.138064151266
60677.51896409776,164800,104122.48103590224
114904.89480774879,178090,63185.10519225121
-1173.3746848262163,4921,6094.374684826216
107853.33893522981,51431,-56422.33893522981
101702.6176972667,174709,73006.3823027333
5912.012454048105,746,-5166.012454048105
17380.287254414605,32400,15019.712745585395
-13296.34694746572,10646,23942.346947465718
206015.8218591942,122762,-83253.8218591942
159649.24671092178,131290,-28359.246710921783
117420.91437945195,137675,20254.085620548052
140220.4329104859,138779,-1441.4329104858916
125654.60917664712,21275,-104379.60917664712
62556.595318137624,12236,-50320.595318137624
53923.14119262005,110350,56426.85880737995
61176.090843684855,50144,-11032.090843684855
120180.11427094918,168100,47919.88572905082
113835.60126342198,28000,-85835.60126342198
116190.22970640335,14550,-101640.22970640335
80406.42264088738,116437,36030.57735911262
32636.335807130414,7699,-24937.335807130414
80071.44982218856,26740,-53331.44982218856
139049.01695650857,119930,-19119.016956508567
197171.10778890722,56196,-140975.10778890722
-16305.862623813942,6825,23130.86262381394
81072.9129895409,105671,24598.0870104591
221441.50796194552,327300,105858.49203805448
-19177.66142353207,-8501,10676.66142353207
119598.14944741882,128179,8580.850552581178
167617.85264629422,113050,-54567.852646294225
-18034.207581402552,10000,28034.207581402552
150787.37929092275,230411,79623.62070907725
80071.44982218856,214785,134713.55017781144
116464.28707877043,16123,-100341.28707877043
58216.061112989584,168500,110283.93888701042
72810.50428687863,172500,99689.49571312137
33953.26846449761,13960,-19993.26846449761
95510.96394965799,9750,-85760.96394965799
28040.714988440068,75700,47659.28501155993
62392.99625724935,99410,37017.00374275065
44293.73590094609,50000,5706.264099053908
94386.0371565725,42249,-52137.03715657251
-10332.688313418439,5659,15991.688313418439
57881.08829429076,22099,-35782.08829429076
-25857.0285121082,12915,38772.0285121082
-33301.01736091362,571,33872.01736091362
97312.84663752254,197350,100037.15336247746
59596.565587442354,56400,-3196.5655874423537
28207.942952680347,-4010,-32217.942952680347
-13087.258426990269,8750,21837.25842699027
96173.51933289047,21040,-75133.51933289047
192828.9626189869,93933,-98895.9626189869
72195.67562867471,53828,-18367.67562867471
-6768.447218952766,-5000,1768.447218952766
73160.2988136014,67643,-5517.298813601403
73201.38301888082,46723,-26478.38301888082
163423.50933919832,138227,-25196.509339198325
171557.7504252301,104911,-66646.7504252301
26717.36952925941,15101,-11616.36952925941
73553.23231814499,41499,-32054.23231814499
68811.76005012957,-14331,-83142.76005012957
19407.702520977327,12160,-7247.702520977327
